property_id,Property_Title,Address,Market,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Rent_Restricted,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
3564,"821 Manning Circles Suite 117, Nguyenbury, MI 76020","821 Manning Circles Suite 117, Nguyenbury, MI 76020",Tampa,Minimal Flood,821 Manning Circles Suite 117,Nguyenbury,MI,76020,Single Family Home,,Far,1.56,82,,Yes,,City,,1921,2150,8116,Driveway,5,4,No,Split,,3,36.083137,-97.571619,Stream,3.2
3565,"313 Jeffery Fort Apt. 568, South Kevinchester, NC 68795","313 Jeffery Fort Apt. 568, South Kevinchester, NC 68795",Dallas,Minimal Flood,313 Jeffery Fort Apt. 568,South Kevinchester,NC,68795,Townhouse,,Near,1.99,984,No,Yes,,,,1963,1670,4753,Street,2,4,,Ranch,Yes,2,34.569435,-108.641563,Spurs,4.12
3566,"1652 Gail Pass, South Scott, NH 69792","1652 Gail Pass, South Scott, NH 69792", ,Flood Zone,1652 Gail Pass,South Scott,NH,69792,Single Family Home,,,2.65,860,No,,,City,City,1937,2451,9771,Garage,3,4,Yes,Colonial,Yes,2,36.896778,-112.875331,Mountains,5.69
3567,"4746 Brennan Land, Port Brandiberg, MP 24506","4746 Brennan Land, Port Brandiberg, MP 24506",Tampa,Minimal Flood,4746 Brennan Land,Port Brandiberg,MP,24506,SFR,,Far,3.5,995,Yes,Yes,No,City,City,1997,2329,5316,Street,1,2,,Colonial,,5,39.8673,-96.254578,Crescent,7.08
3568,"4717 Cynthia Glen Apt. 357, North Matthew, IA 38103","4717 Cynthia Glen Apt. 357, North Matthew, IA 38103",Chicago,Minimal Flood,4717 Cynthia Glen Apt. 357,North Matthew,IA,38103,SFR,,Far,3.24,1672,Yes,Yes,Yes,,City,1991,1824,6213,Garage,1,4,No,Ranch,Yes,1,37.259947,-75.303544,Ferry,7.97
3569,"1543 Brandy Drive Apt. 176, Cathyland, CO 34060","1543 Brandy Drive Apt. 176, Cathyland, CO 34060",Dalas,Flood Zone,1543 Brandy Drive Apt. 176,Cathyland,CO,34060,SFR,,Far,1.7,763,No,Yes,Yes,City,City,1956,542,9993,Street,4,4,,Ranch,No,3,36.693303,-109.422026,Well,8.34
3570,"7467 Dawn Meadow Suite 904, Port Ryan, MI 28760","7467 Dawn Meadow Suite 904, Port Ryan, MI 28760",Dallas,Minimal Flood,7467 Dawn Meadow Suite 904,Port Ryan,MI,28760,Condo,Far,Far,1.38,644,No,Yes,,City,,2012,1079,9409,,3,1,Yes,Ranch,Yes,1,36.852278,-97.802377,Terrace,7.27
3571,"4797 Mary Haven, Harrisview, NC 57923","4797 Mary Haven, Harrisview, NC 57923",Dallas,,4797 Mary Haven,Harrisview,NC,57923,Duplex,,Far,2.98,764,No,Yes,Yes,,,2013,1479,6902,Garage,3,2,No,Colonial,No,5,37.958159,-102.729497,Ports,6.97
3572,"5802 Graham Hollow, Brianmouth, CA 36472","5802 Graham Hollow, Brianmouth, CA 36472",Chicago,,5802 Graham Hollow,Brianmouth,CA,36472,SFR,,Near,2.32,358,Yes,,No,City,Septic,1920,2577,9183,Street,2,4,,,,5,36.710048,-106.066095,Manors,3.03
3573,"4100 Lynch Gardens Apt. 230, Hornview, ND 40562","4100 Lynch Gardens Apt. 230, Hornview, ND 40562",Atlanta,Minimal Flood,4100 Lynch Gardens Apt. 230,Hornview,ND,40562,Single Family Home,Far,Near,3.48,1153,No,,No,City,City,2007,1287,8558,,5,3,No,,No,5,36.359335,-110.11261,Lakes,3.92
3574,"048 Brown Point Suite 381, New George, FL 36982","048 Brown Point Suite 381, New George, FL 36982",Dallas,Flood Zone,048 Brown Point Suite 381,New George,FL,36982,Townhouse,,Near,2.66,426,Yes,Yes,,Well,,1945,998,4756,Street,1,4,Yes,Ranch,,5,40.170792,-77.904792,Club,8.06
3575,"2609 Sharon Forest Apt. 310, Danieltown, IL 01538","2609 Sharon Forest Apt. 310, Danieltown, IL 01538",Tampa,,2609 Sharon Forest Apt. 310,Danieltown,IL,01538,Duplex,,Near,1.01,1130,,Yes,,Well,,1974,2354,5307,Street,5,2,Yes,Ranch,Yes,4,33.515054,-93.543335,Prairie,3.34
3576,"82687 Pennington Pines, North Susan, HI 75410","82687 Pennington Pines, North Susan, HI 75410",Dallas,Minimal Flood,82687 Pennington Pines,North Susan,HI,75410,Duplex,Near,Far,2.16,119,Yes,,No,City,City,1927,2847,5217,,4,3,,,No,4,36.839644,-97.66088,Street,3.71
3577,"911 Gould Garden Apt. 967, Jennifermouth, UT 96150","911 Gould Garden Apt. 967, Jennifermouth, UT 96150",Tampa,Flood Zone,911 Gould Garden Apt. 967,Jennifermouth,UT,96150,Single Family Home,Far,Far,2.63,1350,Yes,,Yes,Well,City,2019,1247,8610,,4,4,,Split,,2,34.371893,-90.91653,Viaduct,8.74
3578,"064 Joan Shores Apt. 726, Beltranbury, CO 41266","064 Joan Shores Apt. 726, Beltranbury, CO 41266",Chicgo,,064 Joan Shores Apt. 726,Beltranbury,CO,41266,Condo,,Near,2.19,363,No,,Yes,,City,2017,3380,7148,Driveway,2,2,,Colonial,No,3,41.084367,-115.805024,Court,3.44
3579,"732 Stacey Parks Apt. 641, Port Lee, MS 83494","732 Stacey Parks Apt. 641, Port Lee, MS 83494", ,Minimal Flood,732 Stacey Parks Apt. 641,Port Lee,MS,83494,Townhouse,Near,Far,1.01,526,No,,Yes,City,,1956,2647,4946,Driveway,4,2,,,,4,33.161991,-92.515938,Walks,3.87
3580,"1905 Chen Oval Apt. 045, East Jacobton, WY 47000","1905 Chen Oval Apt. 045, East Jacobton, WY 47000",Tampa,,1905 Chen Oval Apt. 045,East Jacobton,WY,47000,Single Family Home,Near,Far,3.18,345,Yes,,Yes,City,City,1964,658,4885,Street,1,1,Yes,Split,,1,40.107482,-98.972542,Shores,8.65
3581,"70847 Hansen Fall Suite 858, West Ginaport, MD 25779","70847 Hansen Fall Suite 858, West Ginaport, MD 25779",Atlanta,Flood Zone,70847 Hansen Fall Suite 858,West Ginaport,MD,25779,Single Family Home,Near,,2.43,1796,Yes,No,,City,Septic,2013,2342,3988,Driveway,5,4,,Ranch,No,2,37.402695,-116.543399,Bridge,5.29
3582,"2390 Newton Via Suite 388, Lake Melissastad, FM 45244","2390 Newton Via Suite 388, Lake Melissastad, FM 45244", ,Minimal Flood,2390 Newton Via Suite 388,Lake Melissastad,FM,45244,SFR,Near,Near,2.5,985,Yes,No,No,City,City,1959,3414,8116,Garage,3,2,No,Colonial,Yes,5,39.444551,-105.835376,Mount,9.36
3583,"3802 Marie Path Apt. 106, West Matthewton, GU 93660","3802 Marie Path Apt. 106, West Matthewton, GU 93660",Dalas,Flood Zone,3802 Marie Path Apt. 106,West Matthewton,GU,93660,Single Family Home,,Far,2.29,298,No,,No,Well,Septic,1994,650,9755,,4,4,No,Colonial,No,3,41.414143,-84.894896,Throughway,6.24
3584,"496 Raymond Place Apt. 267, Holdenfort, NY 73525","496 Raymond Place Apt. 267, Holdenfort, NY 73525",Chicago,Minimal Flood,496 Raymond Place Apt. 267,Holdenfort,NY,73525,Duplex,,,2.2,683,No,,No,Well,,1936,3115,7191,,1,3,Yes,,Yes,3,40.739372,-83.988465,Curve,8.31
3585,"568 Little Lane, South Shawn, PA 49757","568 Little Lane, South Shawn, PA 49757",Tampa,Flood Zone,568 Little Lane,South Shawn,PA,49757,Single Family Home,,Far,1.53,895,Yes,No,Yes,Well,Septic,1969,1182,6451,Street,4,4,,Colonial,No,4,34.188554,-116.021778,Mountains,8.95
3586,"98291 Rodriguez Skyway Suite 934, Turnerbury, KY 26069","98291 Rodriguez Skyway Suite 934, Turnerbury, KY 26069",Chicago,,98291 Rodriguez Skyway Suite 934,Turnerbury,KY,26069,Condo,Near,,2.48,1945,Yes,,No,,,1962,701,7078,Street,4,2,Yes,Ranch,,4,39.769077,-100.515443,Tunnel,7.12
3587,"589 Jon Place, Alexisshire, MA 53995","589 Jon Place, Alexisshire, MA 53995",Atlanta,,589 Jon Place,Alexisshire,MA,53995,Condo,,Far,2.28,777,No,Yes,,City,Septic,1921,3108,8479,,1,2,,,Yes,1,38.55592,-114.036814,Walk,4.53
3588,"4052 Lindsey Port, Lopeztown, FM 52107","4052 Lindsey Port, Lopeztown, FM 52107",Atlanta,,4052 Lindsey Port,Lopeztown,FM,52107,Single Family Home,Far,Near,2.93,330,Yes,Yes,,City,Septic,1990,1364,4508,Garage,3,3,,Ranch,,4,38.620422,-85.472184,Passage,4.61
3589,"19907 Williams Squares, West Pamela, TN 87340","19907 Williams Squares, West Pamela, TN 87340", ,Minimal Flood,19907 Williams Squares,West Pamela,TN,87340,Townhouse,Near,Near,2.08,1385,Yes,No,Yes,,City,1942,2033,9208,Driveway,1,4,No,Split,Yes,2,34.731264,-79.357287,View,7.36
3590,"95949 Henry Roads Suite 915, Rachelton, MH 10352","95949 Henry Roads Suite 915, Rachelton, MH 10352",Dalas,,95949 Henry Roads Suite 915,Rachelton,MH,10352,Townhouse,Near,,3.1,1156,Yes,,Yes,,,1966,1722,9193,Garage,5,3,No,Split,Yes,2,34.799175,-117.834654,Inlet,5.15
3591,"60593 Ann Court, South Nicholasburgh, WY 22142","60593 Ann Court, South Nicholasburgh, WY 22142",Chicago,Flood Zone,60593 Ann Court,South Nicholasburgh,WY,22142,Townhouse,Far,Near,1.65,343,No,,,,Septic,1984,1419,6868,Driveway,5,2,Yes,,,2,34.408847,-84.746115,Unions,5.89
3592,"98233 Elizabeth Crossroad Suite 987, South Blake, MD 54893","98233 Elizabeth Crossroad Suite 987, South Blake, MD 54893",Florida,,98233 Elizabeth Crossroad Suite 987,South Blake,MD,54893,Duplex,Near,,3.44,1972,No,,No,City,,1990,788,5734,Driveway,4,3,Yes,Colonial,Yes,3,33.819333,-84.75443,Estate,9.51
3593,"2896 Marshall Lights, East Brookeberg, VI 35565","2896 Marshall Lights, East Brookeberg, VI 35565",Chicago,,2896 Marshall Lights,East Brookeberg,VI,35565,Condo,Far,Far,1.38,1866,Yes,No,,City,Septic,2006,2548,5969,Garage,6,2,,Ranch,No,3,36.751669,-104.36194,Heights,9.12
3594,"65232 Ward Vista, Perkinsport, RI 81527","65232 Ward Vista, Perkinsport, RI 81527", ,,65232 Ward Vista,Perkinsport,RI,81527,Condo,,Near,2.36,216,No,,Yes,Well,City,1945,3405,9682,,4,2,,Split,Yes,2,33.722131,-88.786234,Brook,3.09
3595,"477 Bethany Isle Apt. 939, Port Andrew, MI 89696","477 Bethany Isle Apt. 939, Port Andrew, MI 89696",Chicago,Flood Zone,477 Bethany Isle Apt. 939,Port Andrew,MI,89696,Townhouse,Near,,1.82,11,Yes,No,No,Well,,1961,1221,3986,Street,2,1,,,No,5,36.565474,-87.776028,Isle,5.03
3596,"650 Gonzalez Cove Suite 328, Kevinfort, TN 80503","650 Gonzalez Cove Suite 328, Kevinfort, TN 80503",Chicgo,Minimal Flood,650 Gonzalez Cove Suite 328,Kevinfort,TN,80503,Condo,Far,,1.08,489,,Yes,Yes,Well,City,1986,1660,4954,Driveway,2,3,Yes,Split,Yes,1,40.214289,-106.2061,Parks,8.52
3597,"43008 Marshall Squares Apt. 074, Lake Elizabeth, IA 89905","43008 Marshall Squares Apt. 074, Lake Elizabeth, IA 89905", ,,43008 Marshall Squares Apt. 074,Lake Elizabeth,IA,89905,Condo,Far,Near,2.32,1785,,Yes,No,,,1975,631,5766,,4,2,,Colonial,No,5,41.777854,-117.363422,Vista,6.41
3598,"489 Howard Crest Apt. 745, West Susan, MP 03189","489 Howard Crest Apt. 745, West Susan, MP 03189",Florida,Flood Zone,489 Howard Crest Apt. 745,West Susan,MP,03189,Townhouse,,Near,2.23,1749,,Yes,,City,,1957,1079,6197,,4,1,Yes,Colonial,,2,39.224306,-76.524661,Gateway,3.95
3599,"5584 Tiffany Vista, West Rhonda, LA 66265","5584 Tiffany Vista, West Rhonda, LA 66265",Dallas,,5584 Tiffany Vista,West Rhonda,LA,66265,SFR,,Near,1.67,1724,Yes,Yes,Yes,,Septic,1946,2210,3593,Garage,1,3,No,Split,,1,39.086657,-81.534191,Park,5.44
3600,"952 Pierce Villages Apt. 721, Smithmouth, WV 97439","952 Pierce Villages Apt. 721, Smithmouth, WV 97439",Dalas,,952 Pierce Villages Apt. 721,Smithmouth,WV,97439,Single Family Home,Near,,3.47,1461,No,,No,City,City,2009,2922,9453,Street,1,2,,Ranch,No,4,41.813972,-112.132395,Court,9.77
3601,"40250 Banks Terrace, Lake Michael, WV 13024","40250 Banks Terrace, Lake Michael, WV 13024",Florida,,40250 Banks Terrace,Lake Michael,WV,13024,SFR,Near,Far,3.06,273,Yes,Yes,Yes,City,,1947,2731,7043,Garage,4,4,Yes,,,5,40.584295,-114.643326,Isle,4.44
3602,"0780 West Stravenue, Port Tinatown, MI 17866","0780 West Stravenue, Port Tinatown, MI 17866",Tampa,Flood Zone,0780 West Stravenue,Port Tinatown,MI,17866,SFR,Near,Far,2.45,563,No,,Yes,,Septic,2009,1457,7626,Garage,5,4,Yes,,No,5,41.893053,-96.197713,Rapids,6.5
3603,"51703 Brittany Gateway, Dawntown, NH 05098","51703 Brittany Gateway, Dawntown, NH 05098",Florida,Flood Zone,51703 Brittany Gateway,Dawntown,NH,05098,SFR,Near,Far,3.2,1898,,No,,Well,,2001,2984,7298,,4,4,,,No,3,36.782906,-76.161869,Crescent,5.74
3604,"770 Warren Viaduct Apt. 243, North Mariamouth, NE 79890","770 Warren Viaduct Apt. 243, North Mariamouth, NE 79890",Dalas,Minimal Flood,770 Warren Viaduct Apt. 243,North Mariamouth,NE,79890,Condo,Near,Far,1.17,1926,No,No,No,Well,City,1986,1499,3840,,4,1,,Split,No,4,38.459487,-111.517878,Park,5.25
3605,"213 Rebecca Rest, Hintonborough, IA 61323","213 Rebecca Rest, Hintonborough, IA 61323",Chicago,Minimal Flood,213 Rebecca Rest,Hintonborough,IA,61323,Condo,,Far,3.16,446,No,,Yes,City,,1921,3276,4877,,2,3,No,Colonial,Yes,3,34.289791,-96.194434,Street,8.79
3606,"117 Daniel Valleys Suite 684, South Theresa, ME 99652","117 Daniel Valleys Suite 684, South Theresa, ME 99652",Chicago,,117 Daniel Valleys Suite 684,South Theresa,ME,99652,SFR,Near,Near,1.81,1533,No,,No,City,Septic,1946,3047,9419,Street,3,1,,Split,,5,34.263545,-85.849933,Squares,4.9
3607,"1444 Turner Extension Suite 250, Patriciahaven, NM 65401","1444 Turner Extension Suite 250, Patriciahaven, NM 65401",Florida,,1444 Turner Extension Suite 250,Patriciahaven,NM,65401,Townhouse,Near,,3.32,449,No,Yes,,,City,1973,3024,4353,Driveway,5,3,,Ranch,No,5,41.616103,-92.735553,Flat,6.55
3608,"2980 Robinson Stream Apt. 192, West Philipmouth, UT 73305","2980 Robinson Stream Apt. 192, West Philipmouth, UT 73305", ,Minimal Flood,2980 Robinson Stream Apt. 192,West Philipmouth,UT,73305,Single Family Home,Near,Near,3.14,76,No,Yes,,,City,1980,2824,5641,Garage,6,1,No,Ranch,No,2,39.862593,-101.548899,Haven,3.74
3609,"4890 Allison Dam, Shawnton, CO 84547","4890 Allison Dam, Shawnton, CO 84547",Chicgo,Minimal Flood,4890 Allison Dam,Shawnton,CO,84547,Single Family Home,Near,Far,2.12,1839,Yes,Yes,No,Well,,2005,2045,4051,Driveway,6,1,Yes,Split,,5,39.17549,-117.295182,Lodge,5.3
3610,"03178 Cody Bridge Suite 302, North Alexander, VT 09523","03178 Cody Bridge Suite 302, North Alexander, VT 09523",Florida,Flood Zone,03178 Cody Bridge Suite 302,North Alexander,VT,09523,Condo,Near,,2.2,1556,Yes,No,,Well,Septic,1946,1368,4932,,5,4,,,No,2,37.877688,-99.714383,Station,5.6
3611,"2113 Barber Bypass, Jennifermouth, RI 41500","2113 Barber Bypass, Jennifermouth, RI 41500",Atlanta,Flood Zone,2113 Barber Bypass,Jennifermouth,RI,41500,Single Family Home,,Near,2.44,1847,,,,,City,1945,3491,9450,Garage,2,4,No,Colonial,No,5,40.239546,-94.661893,Points,7.45
3612,"1129 White Summit, West James, VI 41253","1129 White Summit, West James, VI 41253",Florida,Minimal Flood,1129 White Summit,West James,VI,41253,Single Family Home,Far,Far,2.11,263,,,No,Well,City,1995,1586,8237,Garage,6,2,No,Split,,2,33.290684,-96.234791,Locks,4.28
3613,"244 Huff Lodge Suite 217, South John, AK 09675","244 Huff Lodge Suite 217, South John, AK 09675",Chicago,Minimal Flood,244 Huff Lodge Suite 217,South John,AK,09675,SFR,Near,Far,3.35,1783,No,,No,Well,Septic,1980,1041,9501,Driveway,3,1,,Ranch,No,2,33.851912,-100.396518,Summit,5.69
3614,"3940 Veronica Street, Wheelermouth, IL 67476","3940 Veronica Street, Wheelermouth, IL 67476", ,,3940 Veronica Street,Wheelermouth,IL,67476,SFR,Near,,3.19,1231,,,Yes,,,2012,828,6937,,5,4,,Ranch,Yes,5,35.360421,-80.094219,Rue,7.62
3615,"1017 Scott Junction, South Jessica, CO 28668","1017 Scott Junction, South Jessica, CO 28668",Tampa,Flood Zone,1017 Scott Junction,South Jessica,CO,28668,SFR,,Far,1.43,1511,No,No,Yes,City,Septic,1923,673,4980,,1,1,,Ranch,Yes,1,37.271097,-91.425319,Parks,8.64
3616,"458 Holmes Bridge, Jillstad, TX 30775","458 Holmes Bridge, Jillstad, TX 30775",Chicgo,Flood Zone,458 Holmes Bridge,Jillstad,TX,30775,Single Family Home,Near,,1.94,91,Yes,Yes,No,,City,1951,2471,8951,,4,4,Yes,,No,4,33.487263,-91.30686,Drive,9.2
3617,"45171 Jensen Crossing, Port Erin, FM 47371","45171 Jensen Crossing, Port Erin, FM 47371",Florida,Flood Zone,45171 Jensen Crossing,Port Erin,FM,47371,Single Family Home,Near,Near,2.28,1025,No,Yes,Yes,,City,1978,2926,3598,Driveway,4,3,,Split,No,5,36.780703,-87.30611,Underpass,3.95
3618,"84265 Rodriguez Island Apt. 511, Lake Kyle, MO 54417","84265 Rodriguez Island Apt. 511, Lake Kyle, MO 54417", ,Minimal Flood,84265 Rodriguez Island Apt. 511,Lake Kyle,MO,54417,Duplex,Far,Far,2.44,1304,No,No,Yes,City,City,1939,717,3544,Driveway,5,2,Yes,Colonial,Yes,5,38.745891,-89.528485,Drive,9.29
3619,"004 Ann Freeway Suite 937, Port Anaside, WI 31560","004 Ann Freeway Suite 937, Port Anaside, WI 31560",Dallas,,004 Ann Freeway Suite 937,Port Anaside,WI,31560,Duplex,,Far,3.22,1834,No,Yes,Yes,City,Septic,1994,1382,5410,Garage,6,1,,Colonial,No,2,39.334286,-117.588883,Port,6.16
3620,"00608 Kendra Camp Apt. 079, Santanaport, PA 76517","00608 Kendra Camp Apt. 079, Santanaport, PA 76517",Chicago,,00608 Kendra Camp Apt. 079,Santanaport,PA,76517,Duplex,Far,Far,1.51,887,Yes,No,Yes,Well,,1974,1385,8391,Garage,6,3,,Ranch,Yes,5,36.145167,-81.15588,Stream,8.77
3621,"88081 Mccoy Extension, Haleburgh, MS 38254","88081 Mccoy Extension, Haleburgh, MS 38254", ,Flood Zone,88081 Mccoy Extension,Haleburgh,MS,38254,SFR,Near,Far,1.35,1270,,No,,Well,City,1997,3247,5768,Street,3,1,No,Ranch,,3,37.348824,-110.468043,Coves,4.92
3622,"5274 Christopher Villages, Bryanmouth, MP 32817","5274 Christopher Villages, Bryanmouth, MP 32817",Tampa,Flood Zone,5274 Christopher Villages,Bryanmouth,MP,32817,SFR,Far,,1.84,166,Yes,Yes,,City,Septic,1996,525,6724,,1,1,No,,Yes,3,39.971313,-82.781048,Station,3.49
3623,"1106 Jackson Glen Apt. 388, Avilaport, PR 70650","1106 Jackson Glen Apt. 388, Avilaport, PR 70650",Atlanta,Flood Zone,1106 Jackson Glen Apt. 388,Avilaport,PR,70650,Townhouse,Far,Near,1.76,1271,No,No,No,Well,Septic,1951,1664,6310,,3,1,,Ranch,Yes,3,35.234505,-113.813646,Flats,6.07
3624,"5826 Henderson Locks, Timothyfurt, NE 20403","5826 Henderson Locks, Timothyfurt, NE 20403",Dallas,,5826 Henderson Locks,Timothyfurt,NE,20403,Townhouse,Far,Near,1.49,1805,No,,No,Well,Septic,1971,642,7913,Driveway,2,3,Yes,,,1,36.290495,-105.203939,Dam,6.96
3625,"1832 Trujillo Place, Garyville, RI 83144","1832 Trujillo Place, Garyville, RI 83144",Atlanta,,1832 Trujillo Place,Garyville,RI,83144,Single Family Home,Near,Near,3.11,1762,,,,,Septic,1956,2307,7181,Street,4,2,,Split,,2,39.464142,-74.91129,Dam,7.61
3626,"3082 Adriana Squares Apt. 839, Mirandaton, MN 59510","3082 Adriana Squares Apt. 839, Mirandaton, MN 59510",Tampa,,3082 Adriana Squares Apt. 839,Mirandaton,MN,59510,Single Family Home,Near,Far,3.43,1230,Yes,,No,Well,Septic,1998,680,5705,,4,2,,,,4,34.454388,-86.291031,Crossroad,8.43
3627,"933 Jackson Place, East Arianabury, IA 29913","933 Jackson Place, East Arianabury, IA 29913",Chicgo,Minimal Flood,933 Jackson Place,East Arianabury,IA,29913,Townhouse,,Near,3.32,54,No,,Yes,Well,City,2008,2269,8970,Driveway,5,2,,Split,Yes,3,34.011761,-99.903591,Shoals,4.19
3628,"0654 Smith Station, Andradebury, DE 53741","0654 Smith Station, Andradebury, DE 53741", ,Minimal Flood,0654 Smith Station,Andradebury,DE,53741,Condo,Near,Near,1.1,356,,,No,City,,2013,2827,8155,Driveway,4,3,Yes,Ranch,No,1,33.462301,-100.478435,Knoll,9.52
3629,"0728 Trujillo Ville, Hernandezburgh, IN 93946","0728 Trujillo Ville, Hernandezburgh, IN 93946", ,Flood Zone,0728 Trujillo Ville,Hernandezburgh,IN,93946,Duplex,Near,Far,3.02,428,Yes,No,No,,,1975,1636,9857,,2,3,Yes,,Yes,4,33.670104,-89.022113,Branch,8.64
3630,"9112 Davis Corner Apt. 333, Annabury, MN 02659","9112 Davis Corner Apt. 333, Annabury, MN 02659",Chicgo,Minimal Flood,9112 Davis Corner Apt. 333,Annabury,MN,02659,Duplex,,,1.37,1449,No,Yes,No,City,,2013,596,9709,Street,4,4,No,Ranch,No,1,34.289645,-107.68195,Summit,5.65
3631,"2068 Martin Neck, East Lindaton, PR 03655","2068 Martin Neck, East Lindaton, PR 03655",Tampa,,2068 Martin Neck,East Lindaton,PR,03655,SFR,Far,,2.18,234,Yes,No,Yes,Well,Septic,1944,1039,5630,,1,4,Yes,Split,,5,33.225142,-110.003746,Loop,5.6
3632,"01526 Martinez Ports Suite 246, West Adamtown, KY 97144","01526 Martinez Ports Suite 246, West Adamtown, KY 97144",Florida,Flood Zone,01526 Martinez Ports Suite 246,West Adamtown,KY,97144,Condo,,,3.06,1402,No,Yes,Yes,,Septic,2009,2636,9457,Driveway,1,4,,Split,,5,37.681044,-88.633114,Canyon,6.63
3633,"1063 Ronald Run Apt. 254, Carrieland, CA 67057","1063 Ronald Run Apt. 254, Carrieland, CA 67057",Atlanta,Minimal Flood,1063 Ronald Run Apt. 254,Carrieland,CA,67057,Condo,,Near,2.56,687,Yes,,,,City,2005,3462,3962,,1,1,No,Split,Yes,2,34.813535,-89.013572,Mission,6.74
3634,"131 Leslie Skyway, South Brandonmouth, GA 51877","131 Leslie Skyway, South Brandonmouth, GA 51877",Chicgo,Minimal Flood,131 Leslie Skyway,South Brandonmouth,GA,51877,Duplex,Far,Near,1.78,1847,,No,Yes,,,1954,1060,8792,Garage,6,3,,,,5,38.507316,-83.672716,Port,8.99
3635,"5843 Hodges Curve Suite 912, Lake Ericatown, HI 10974","5843 Hodges Curve Suite 912, Lake Ericatown, HI 10974",Atlanta,Flood Zone,5843 Hodges Curve Suite 912,Lake Ericatown,HI,10974,Townhouse,Near,Near,1.23,714,No,,No,City,Septic,1994,2877,3869,Driveway,5,2,No,Colonial,Yes,2,36.2098,-109.971479,Fork,5.46
3636,"867 Jones Trail Suite 651, Cassandraberg, ID 50539","867 Jones Trail Suite 651, Cassandraberg, ID 50539",Dalas,Flood Zone,867 Jones Trail Suite 651,Cassandraberg,ID,50539,Townhouse,Far,,2.89,1226,No,No,,Well,City,1989,2302,7417,Driveway,1,4,No,,No,2,33.699113,-91.333677,Prairie,6.16
3637,"24143 Alvarez Plains, Randyfurt, AK 37299","24143 Alvarez Plains, Randyfurt, AK 37299",Chicgo,,24143 Alvarez Plains,Randyfurt,AK,37299,SFR,,,3.41,596,Yes,No,Yes,,City,1931,2299,6456,,3,2,No,Split,,3,39.105904,-108.436864,Parkways,6.73
3638,"5580 Knight Court Suite 032, North Michael, VI 18926","5580 Knight Court Suite 032, North Michael, VI 18926",Dalas,Minimal Flood,5580 Knight Court Suite 032,North Michael,VI,18926,Single Family Home,Near,,2.23,1633,No,,Yes,Well,,1927,2761,6771,Street,1,4,No,Split,No,3,37.767828,-83.918107,Circle,6.64
3639,"8726 Montoya Harbors, Joshualand, TX 69742","8726 Montoya Harbors, Joshualand, TX 69742",Chicgo,,8726 Montoya Harbors,Joshualand,TX,69742,Duplex,Far,Near,2.25,1313,,,No,Well,Septic,2008,2157,6074,,6,4,No,Ranch,Yes,4,40.93358,-93.504034,Mountain,3.98
3640,"770 Kimberly Flat Suite 963, Barkerchester, FM 65463","770 Kimberly Flat Suite 963, Barkerchester, FM 65463",Florida,Minimal Flood,770 Kimberly Flat Suite 963,Barkerchester,FM,65463,Condo,Far,,2.97,54,,Yes,No,,City,2004,1004,3606,,2,4,,Split,No,4,36.649164,-114.639253,Spring,9.22
3641,"68400 Tyler View Suite 407, Sanchezville, AR 21387","68400 Tyler View Suite 407, Sanchezville, AR 21387",Tampa,,68400 Tyler View Suite 407,Sanchezville,AR,21387,Condo,Far,Far,2.49,1511,Yes,,Yes,Well,City,1951,2033,6961,Driveway,1,3,Yes,Split,No,1,40.339884,-100.491609,Mountain,7.8
3642,"1738 Jessica Glen, Codyton, CT 96031","1738 Jessica Glen, Codyton, CT 96031",Florida,Minimal Flood,1738 Jessica Glen,Codyton,CT,96031,Townhouse,,Near,3.06,1483,Yes,No,No,Well,City,1958,2875,5196,Driveway,5,4,No,,Yes,2,40.249732,-90.305195,Isle,9.03
3643,"836 Daniel Walks Apt. 008, Higginstown, KY 98652","836 Daniel Walks Apt. 008, Higginstown, KY 98652",Chicgo,Minimal Flood,836 Daniel Walks Apt. 008,Higginstown,KY,98652,Townhouse,Far,Near,2.45,595,Yes,,No,Well,,1923,1511,6883,Driveway,2,2,No,Split,,2,34.578522,-95.563128,Well,9.51
