Property_Title,Address,Reviewed_Status,Most_Recent_Status,Source,Market,Occupancy,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Net_Yield,IRR,Rent_Restricted,Neighborhood_Rating,Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,HOA,Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag,Latitude,Longitude,Subdivision,Taxes,Redfin_Value,Selling_Reason,Seller_Retained_Broker,HOA_Flag,Final_Reviewer,School_Average
"04747 Amy Lodge Apt. 031 Port Sharonland, NV 30609","04747 Amy Lodge Apt. 031 Port Sharonland, NV 30609",Offered,Always Kick,Opendoor,Dalas,No,Flood Zone,04747 Amy Lodge Apt. 031,Port Sharonland,NV,30609,Single Family Home,Far,Near,2.51,1827,,No,No,,City,1986,748,1760,Street,1,2,No,Ranch,5.43,10.34,,3,2319,416161,498028,242565,1569,3733,875,3257,360,26387,60524,,No,No,No,No,,No,,,,No,34.667761,-73.772639,Canyon,7083,164501,Downsizing,Yes,No,Jason Miller,7.96
"3371 Bryant Forges West Alexander, FL 49639","3371 Bryant Forges West Alexander, FL 49639",Null,Available,MLS, ,,Minimal Flood,3371 Bryant Forges,West Alexander,FL,49639,Single Family Home,Far,Far,1.56,1728,No,No,No,Well,Septic,1953,1717,9553,Street,4,4,Yes,Ranch,9.4,12.56,Yes,1,3373,120378,380896,244884,1490,919,1672,2095,255,45502,97852,No,,No,Yes,,No,Yes,No,Yes,No,No,41.404978,-85.425482,Drives,8317,345749,,,Yes,Amit Kumar,4.32
"9614 Joe Roads Apt. 863 Crystalmouth, MH 40603","9614 Joe Roads Apt. 863 Crystalmouth, MH 40603",Closed,Available,MLS,Atlanta,No,Minimal Flood,9614 Joe Roads Apt. 863,Crystalmouth,MH,40603,Condo,Near,Near,3.31,1572,,,,Well,,1999,1468,7444,,5,2,,Ranch,4.57,19.7,,2,918,385834,548137,406079,2056,2466,1939,3254,145,26101,85477,Yes,,Yes,No,No,Yes,No,,Yes,No,Yes,40.876224,-84.660694,Passage,6251,111250,Investor Sale,,Yes,Samantha Pierce,5.76
"927 Lewis Cliff Jocelynmouth, NE 12256","927 Lewis Cliff Jocelynmouth, NE 12256",Cancelled,Pending,Broker,Atlanta,No,,927 Lewis Cliff,Jocelynmouth,NE,12256,Condo,Far,Near,1.07,1812,,Yes,Yes,City,City,1995,2400,1077,Driveway,5,2,Yes,Ranch,4.59,17.61,,1,2512,394614,152116,507163,2248,1714,1491,1875,290,34803,75253,No,No,Yes,,No,No,No,Yes,,Yes,Yes,40.834678,-76.899286,Lakes,3313,249579,Investor Sale,,,Jessica Lin,7.13
"6771 Rivera Summit Apt. 009 New Jonathon, HI 00678","6771 Rivera Summit Apt. 009 New Jonathon, HI 00678",Cancelled,Kick,Internal,Chicgo,No,Flood Zone,6771 Rivera Summit Apt. 009,New Jonathon,HI,00678,Condo,Near,,2.75,1165,Yes,No,,Well,City,1990,3221,2887,,5,2,No,Colonial,6.13,5.91,Yes,5,3172,112106,536607,547198,2905,2428,1277,2476,13,47483,59258,No,Yes,,,No,,,No,Yes,,,41.915555,-73.92283,Center,6975,309791,,,No,Emily Patel,5.64
"51658 Brian Meadows New David, MO 57561","51658 Brian Meadows New David, MO 57561",Cancelled, ,Opendoor,Dalas,Yes,Flood Zone,51658 Brian Meadows,New David,MO,57561,Single Family Home,Far,Far,2.57,1433,,No,No,Well,City,1969,2773,9471,Driveway,1,3,No,Colonial,4.73,11.69,Yes,3,3393,119503,185834,94677,3322,2607,1430,2064,416,68700,9242,No,No,,,Yes,,Yes,No,,No,,34.999901,-76.9917,Walks,5568,248680,Downsizing,,Yes,Priya Sharma,9.54
"004 Davis Neck Suite 799 Davidstad, GU 13770","004 Davis Neck Suite 799 Davidstad, GU 13770",New,Always Kick,Internal,Florida,Yes,Flood Zone,004 Davis Neck Suite 799,Davidstad,GU,13770,Condo,,Near,1.93,1081,No,No,,Well,Septic,1973,1370,7705,Driveway,4,3,Yes,Ranch,6.47,7.66,,2,923,358883,338207,239164,3347,905,1260,2066,381,95534,38846,Yes,Yes,No,No,Yes,No,No,,,No,Yes,37.803134,-108.820941,Parks,4191,276593,Downsizing,No,Yes,Michael Chen,3.41
"287 Colleen Viaduct Suite 809 Mccoyton, FL 37536","287 Colleen Viaduct Suite 809 Mccoyton, FL 37536",Closed,Closed,M L S,Dalas,Yes,Minimal Flood,287 Colleen Viaduct Suite 809,Mccoyton,FL,37536,Single Family Home,Near,,3.34,1998,No,No,,Well,,1988,3263,3283,Garage,2,4,Yes,Ranch,8.87,17.95,No,2,1785,211191,394261,288327,3322,3999,1504,1885,125,62817,50406,Yes,No,No,,Yes,,Yes,,Yes,,No,39.774938,-75.257304,Rapids,8711,271753,Downsizing,No,Yes,Amit Kumar,9.39
"57207 Harmon Field Apt. 184 North Nicoleport, AS 74145","57207 Harmon Field Apt. 184 North Nicoleport, AS 74145",Closed,Pend,Broker,Florida,Yes,,57207 Harmon Field Apt. 184,North Nicoleport,AS,74145,Condo,Near,,1.52,1523,,Yes,Yes,City,,1991,2007,5869,Garage,4,1,No,,10.43,13.04,No,3,1723,153613,298530,590242,2781,3663,1940,2322,210,60128,96544,,,No,Yes,Yes,,No,Yes,Yes,Yes,No,36.253618,-117.710756,Centers,5742,107529,,,,Priya Sharma,5.33
"380 Tonya Branch Apt. 044 Thomasburgh, VT 40011","380 Tonya Branch Apt. 044 Thomasburgh, VT 40011",Offered,Always Kick,MLS,Chicgo,,Flood Zone,380 Tonya Branch Apt. 044,Thomasburgh,VT,40011,Single Family Home,,,1.43,1326,,,,,Septic,1954,3482,2170,Street,4,4,No,Ranch,3.97,13.95,Yes,4,3144,257237,222762,463158,2595,3267,1718,3207,285,52911,84285,No,No,,,Yes,Yes,No,No,No,No,Yes,33.965862,-83.584672,Loop,2507,565324,Downsizing,,No,David Thompson,9.24
"705 Amanda Court Saratown, SC 57710","705 Amanda Court Saratown, SC 57710",Offered, ,Opendoor,Tampa,Yes,Flood Zone,705 Amanda Court,Saratown,SC,57710,Townhouse,Near,Far,1.92,442,,Yes,No,,City,2001,1662,7722,Garage,5,3,,Split,11.79,17.87,Yes,3,872,129922,212749,249496,2479,1159,1845,1568,340,5471,9734,No,Yes,No,No,No,No,No,,Yes,Yes,No,40.75725,-80.429293,Crossing,9035,313256,Job Transfer,Yes,,Samantha Pierce,9.77
"85687 Houston Divide Suite 368 Willieport, OR 18805","85687 Houston Divide Suite 368 Willieport, OR 18805", , ,Internal,Atlanta,Yes,Flood Zone,85687 Houston Divide Suite 368,Willieport,OR,18805,Condo,,Far,1.04,1292,,,No,Well,City,1969,1118,3957,Street,2,2,No,,3.66,6.62,,3,1330,256905,360807,128515,2535,3779,1102,1144,406,72774,66335,Yes,No,No,,Yes,Yes,Yes,,Yes,Yes,,35.514521,-93.702247,Viaduct,4143,99047,Investor Sale,No,No,David Thompson,3.79
"5079 Ray Ways Apt. 764 Keithchester, MP 47952","5079 Ray Ways Apt. 764 Keithchester, MP 47952", ,Close,Auction.com,Florida,Yes,,5079 Ray Ways Apt. 764,Keithchester,MP,47952,Condo,,Near,3.43,1015,,No,Yes,,Septic,2014,1593,6900,Garage,5,1,,,3.4,5.23,Yes,3,3118,265940,326220,100046,962,1906,1184,3050,321,52849,2964,Yes,Yes,No,Yes,No,No,,No,,,Yes,41.42295,-74.619871,Centers,3899,102840,,,,Luis Garcia,5.76
"745 Johnson Neck Suite 573 Port Madeline, MO 16496","745 Johnson Neck Suite 573 Port Madeline, MO 16496",Reviewed, ,Auction.com,Chicago,No,Flood Zone,745 Johnson Neck Suite 573,Port Madeline,MO,16496,Duplex,Far,,2.22,1983,No,No,,,,1964,1984,4274,Garage,4,2,Yes,Colonial,7.03,14.14,Yes,5,2449,336517,334343,132164,2222,2785,1544,3238,252,53399,32957,No,No,No,,Yes,No,No,No,Yes,,,35.429512,-74.226984,Parkway,2026,531268,Job Transfer,Yes,Yes,David Thompson,8.03
"2184 Justin Dam East Anthonyside, VI 44530","2184 Justin Dam East Anthonyside, VI 44530",Null,Pend,Bulk,Chicago,No,Flood Zone,2184 Justin Dam,East Anthonyside,VI,44530,Duplex,Near,Near,2.22,1356,No,Yes,Yes,,City,1961,2736,6181,Garage,3,1,,Ranch,9.05,17.74,No,4,1162,258923,432482,121741,1835,3874,1800,1884,410,94881,80724,No,Yes,Yes,No,Yes,,Yes,,No,Yes,,38.941429,-92.999808,Road,7865,516883,Investor Sale,,Yes,Jessica Lin,3.82
"022 Phillips Ways Evanshaven, GU 39619","022 Phillips Ways Evanshaven, GU 39619", ,Available,Broker,Atlanta,No,Minimal Flood,022 Phillips Ways,Evanshaven,GU,39619,Single Family Home,Far,Far,2.86,1498,Yes,,Yes,,Septic,1975,1378,7870,,3,3,No,,6.58,9.18,No,2,1026,118649,449820,148279,2312,2934,1187,2252,326,73793,78829,Yes,,No,Yes,,,,No,,,Yes,41.073361,-101.341989,Meadows,3846,122174,Downsizing,,,Michael Chen,9.83
"9637 Smith Pine Apt. 763 New Molly, WY 93437","9637 Smith Pine Apt. 763 New Molly, WY 93437",Accepted Offer,Null,MLS,Florida,,,9637 Smith Pine Apt. 763,New Molly,WY,93437,Single Family Home,,,2.75,1624,Yes,,,,Septic,1954,3225,8796,Driveway,4,3,No,Split,10.56,14.68,,2,2427,113767,493884,130050,923,2491,779,2542,400,91065,22473,No,No,,Yes,,,No,Yes,No,No,No,36.797698,-111.155053,Village,9954,312345,,No,No,David Thompson,8.09
"318 Smith Haven Ramirezshire, MS 20041","318 Smith Haven Ramirezshire, MS 20041",Closed,Kick,Broker, ,No,Minimal Flood,318 Smith Haven,Ramirezshire,MS,20041,Duplex,Far,Far,2.79,1126,Yes,No,,City,Septic,1961,1730,5475,Driveway,2,4,Yes,Colonial,10.53,18.47,No,4,1040,260797,517653,398875,1262,3979,1120,2653,409,10520,19299,No,Yes,No,,,Yes,No,No,No,No,,39.246559,-105.490779,Vista,9683,236566,Job Transfer,,Yes,Jason Miller,8.37
"90404 Brian Squares East Mariafurt, OH 83040","90404 Brian Squares East Mariafurt, OH 83040",Cancelled,Available,MLS,Dalas,,,90404 Brian Squares,East Mariafurt,OH,83040,Single Family Home,,Near,2.19,245,Yes,No,Yes,,Septic,1994,1525,7655,,6,4,,Ranch,6.78,12.66,,2,1140,420908,145011,134356,2470,3537,1207,1463,111,59263,65990,No,Yes,No,,,No,Yes,Yes,No,,,41.892536,-82.056216,Dale,4821,336893,Job Transfer,No,No,Jason Miller,3.89
"091 Debra Islands Suite 101 Williamburgh, CT 76411","091 Debra Islands Suite 101 Williamburgh, CT 76411",Closed,Closed,MLS, ,No,,091 Debra Islands Suite 101,Williamburgh,CT,76411,Duplex,,Near,2.55,1956,No,No,Yes,Well,,1971,3198,3846,,1,4,No,Split,3.63,6.63,No,5,1526,418038,121458,123989,2707,1155,1614,2455,205,21945,81192,,Yes,Yes,Yes,,No,No,Yes,Yes,,No,35.129471,-102.772936,Valley,7199,215920,Downsizing,,No,Priya Sharma,9.17
"701 Brooks Forge West Joseburgh, HI 84873","701 Brooks Forge West Joseburgh, HI 84873", ,Available,Internal,Chicago,Yes,Flood Zone,701 Brooks Forge,West Joseburgh,HI,84873,Single Family Home,Near,,3.04,750,,Yes,,City,,1963,774,5729,Street,1,4,Yes,Split,7.13,19.81,,1,1127,450901,269196,534414,2434,1681,1262,3260,187,9594,84112,,,No,No,,No,Yes,Yes,No,,No,36.932791,-101.76561,Ramp,9200,488372,Downsizing,,No,Jessica Lin,6.07
"0843 Bean Pass Suite 621 Lake Jamieview, DC 73008","0843 Bean Pass Suite 621 Lake Jamieview, DC 73008", ,Close,Opendoor, ,Yes,Minimal Flood,0843 Bean Pass Suite 621,Lake Jamieview,DC,73008,Single Family Home,,,3.24,56,No,Yes,,Well,Septic,1959,1296,6440,,3,1,Yes,Split,8.93,10.12,Yes,1,2706,292498,202957,549570,1541,1963,987,1321,132,88218,90243,Yes,,Yes,Yes,,Yes,No,No,No,,No,34.433591,-82.455756,Fort,4708,439442,,Yes,Yes,Priya Sharma,6.97
"269 Reid Meadow Apt. 057 Pattersonburgh, AL 39048","269 Reid Meadow Apt. 057 Pattersonburgh, AL 39048",Null,Pend,Bulk,Atlanta,,Flood Zone,269 Reid Meadow Apt. 057,Pattersonburgh,AL,39048,Condo,Far,Far,1.31,1000,Yes,No,,,City,1969,2250,2275,Street,3,3,Yes,Split,5.09,13.15,Yes,5,2147,130296,301966,325117,1964,3005,1734,2420,40,84039,17925,Yes,,Yes,Yes,Yes,No,No,,Yes,No,Yes,41.159701,-110.112028,Mountain,3910,344612,Downsizing,,,Michael Chen,3.15
"292 Collins Summit Micheletown, WV 55895","292 Collins Summit Micheletown, WV 55895",New,Available,Auction.com,Florida,Yes,,292 Collins Summit,Micheletown,WV,55895,Townhouse,Far,Far,3.31,1109,,,,Well,,1970,2840,6361,Garage,5,4,,Ranch,9.54,13.01,No,5,3055,111427,138303,215071,3181,2379,1555,3406,51,27621,16553,No,,,,Yes,,,Yes,Yes,No,,40.498551,-97.644462,Stravenue,9009,579601,Downsizing,No,No,Priya Sharma,7.25
"1059 Smith Cliffs Apt. 355 North Melissa, AL 23860","1059 Smith Cliffs Apt. 355 North Melissa, AL 23860",Cancelled,Kick,MLS,Atlanta,Yes,,1059 Smith Cliffs Apt. 355,North Melissa,AL,23860,Condo,Far,,2.39,1530,Yes,Yes,Yes,Well,City,1958,3276,9480,,6,3,Yes,Ranch,11.4,13.05,No,4,3005,263826,281885,165513,2887,2058,1302,1258,426,43328,34993,Yes,,Yes,No,No,No,Yes,,No,,No,41.707196,-98.084416,Roads,9148,162902,Downsizing,,,Sophia Williams,6.38
"3320 Mary Forest Apt. 033 Taraland, CO 95756","3320 Mary Forest Apt. 033 Taraland, CO 95756",Reviewed,Kick,MLS,Florida,No,Flood Zone,3320 Mary Forest Apt. 033,Taraland,CO,95756,Condo,,,1.88,424,,,,,City,1964,3104,5633,Street,1,1,,Ranch,10.71,6.23,,1,2759,311106,482587,515685,2688,3097,1440,3371,263,77163,50858,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,,38.623669,-89.326778,Brooks,6481,391485,Downsizing,Yes,Yes,Sophia Williams,8.69
"45673 Mark Locks North Jasonport, SC 66220","45673 Mark Locks North Jasonport, SC 66220",Reviewed,Null,Auction.com,Florida,No,,45673 Mark Locks,North Jasonport,SC,66220,Single Family Home,,Near,3.5,2,Yes,,Yes,Well,Septic,1983,2850,8468,,6,2,,Split,9.02,12.21,Yes,5,2225,153836,487217,385135,2031,1308,1505,2934,124,68376,23145,,Yes,Yes,,,No,,No,Yes,Yes,Yes,34.68541,-111.780079,Islands,4448,205107,Downsizing,No,,Emily Patel,7.85
"18965 Connie Tunnel West Bradley, ID 64756","18965 Connie Tunnel West Bradley, ID 64756",Cancelled,Available,Broker,Dalas,No,,18965 Connie Tunnel,West Bradley,ID,64756,Single Family Home,Near,Near,1.61,956,Yes,,Yes,City,City,2011,2642,4500,Driveway,4,4,,Ranch,5.09,18.61,,4,1339,105309,526376,263127,3142,3932,705,2610,169,42452,47471,Yes,No,No,,No,Yes,Yes,,No,,Yes,33.78911,-103.614927,Lodge,4777,568335,Downsizing,No,,Amit Kumar,7.97
"507 Hernandez Freeway New Brendaport, GU 12749","507 Hernandez Freeway New Brendaport, GU 12749",Offered,Always Kick,Broker,Dallas,No,,507 Hernandez Freeway,New Brendaport,GU,12749,Townhouse,,Far,1.63,594,,Yes,No,Well,City,2010,719,2408,Garage,1,1,Yes,Split,8.39,13.62,Yes,1,2153,437561,314656,472255,2592,3178,843,2957,340,27515,99248,Yes,,Yes,Yes,No,No,Yes,Yes,,,No,37.147518,-111.045974,Summit,6669,599084,Investor Sale,Yes,Yes,Jason Miller,9.38
"6721 Johnson Village Dixonville, KS 40809","6721 Johnson Village Dixonville, KS 40809",Cancelled,Kick,MLS,Florida,Yes,Minimal Flood,6721 Johnson Village,Dixonville,KS,40809,Townhouse,,Near,1.55,398,,,Yes,Well,,1996,2171,1778,Street,2,1,No,Ranch,7.11,10.01,Yes,4,3035,290358,374691,277638,3267,3363,1689,2203,401,30158,37067,No,,,Yes,,No,Yes,No,No,Yes,,35.89713,-101.890748,Ramp,4472,466077,Job Transfer,No,No,Emily Patel,6.79
"286 Shawn Lane Lake Georgeport, AZ 17645","286 Shawn Lane Lake Georgeport, AZ 17645",Null,Pend,Opendoor,Dallas,Yes,,286 Shawn Lane,Lake Georgeport,AZ,17645,Townhouse,,Far,2.1,133,No,Yes,No,,,1987,2538,8517,,3,4,,,10.31,13.14,No,1,1615,296191,389382,443145,1189,3059,1475,3198,6,35775,60310,,Yes,No,Yes,No,No,Yes,,Yes,No,No,39.688717,-88.353275,Summit,2594,171858,,,No,Michael Chen,9.2
"5147 Angel Shoal East Tamara, ND 52657","5147 Angel Shoal East Tamara, ND 52657",New,Cancelled,Broker,Florida,Yes,,5147 Angel Shoal,East Tamara,ND,52657,Townhouse,Far,Far,2.5,327,,Yes,No,Well,,1983,2746,3169,Street,2,4,,Colonial,4.01,10.61,,5,3046,383751,252150,382959,1019,2301,1299,1635,31,35170,85182,No,Yes,Yes,No,,Yes,,Yes,,,,37.561677,-102.105392,Port,9654,223872,Downsizing,No,Yes,Sophia Williams,9.95
"151 Romero Valley Gardnertown, RI 81882","151 Romero Valley Gardnertown, RI 81882",Accepted Offer,Null,Bulk,Dallas,Yes,Minimal Flood,151 Romero Valley,Gardnertown,RI,81882,Condo,Far,Near,3.01,605,,No,Yes,Well,,2019,2186,1783,Garage,6,1,,,9.63,15.31,No,4,2733,347100,145973,312179,3076,3536,1680,2006,78,96037,21463,,,No,No,,No,,Yes,No,Yes,Yes,35.890048,-89.343953,Unions,9978,322103,,Yes,,Amit Kumar,5.42
"6387 Barnett Cliff Hillland, WI 47671","6387 Barnett Cliff Hillland, WI 47671", ,Pend,MLS,Tampa,No,,6387 Barnett Cliff,Hillland,WI,47671,Duplex,,Near,2.22,37,Yes,No,No,City,,2001,3004,2420,,6,2,,,11.86,16.54,,5,1938,357657,298338,206645,2366,1325,882,2938,131,23718,36237,,Yes,,No,,,,No,No,No,,40.728963,-114.107838,Village,4862,328766,Job Transfer,Yes,Yes,David Thompson,5.4
"4501 Cynthia Stream Suite 929 Dayville, UT 61023","4501 Cynthia Stream Suite 929 Dayville, UT 61023", ,Always Kick,Bulk,Chicgo,No,Flood Zone,4501 Cynthia Stream Suite 929,Dayville,UT,61023,Townhouse,Far,,1.44,1086,,Yes,No,Well,City,1981,1203,5276,,5,3,No,Ranch,4.71,18.8,No,2,997,154009,231591,456904,3376,1443,1976,2373,365,68156,28668,No,Yes,Yes,,,,Yes,,No,Yes,Yes,41.327985,-73.888213,Walks,7202,491133,,Yes,,Samantha Pierce,3.37
"01842 Joseph Track West Courtneyton, MS 30759","01842 Joseph Track West Courtneyton, MS 30759",New,Kick,Auction.com,Dalas,,Flood Zone,01842 Joseph Track,West Courtneyton,MS,30759,Duplex,,,3.34,1465,,,,Well,,2008,2998,1766,Garage,5,3,Yes,Colonial,10.96,18.56,Yes,4,1068,398812,92460,298713,1110,2448,1713,1181,449,81989,90071,Yes,No,Yes,Yes,,No,,No,No,,Yes,33.557228,-86.662207,Point,9430,182770,Downsizing,,,David Thompson,7.21
"791 Tucker Street Suite 611 Matthewshire, RI 90677","791 Tucker Street Suite 611 Matthewshire, RI 90677",Closed,Kick,Internal,Chicago,,Minimal Flood,791 Tucker Street Suite 611,Matthewshire,RI,90677,Single Family Home,,Far,3.11,1340,,No,Yes,,City,1983,522,3620,Garage,4,2,,Split,4.12,15.88,Yes,3,3386,238199,250521,212346,2314,2082,1270,1325,8,12260,25048,,,,,Yes,,Yes,No,,Yes,,40.158439,-117.171918,Pass,4698,118633,Job Transfer,Yes,,Emily Patel,6.1
"34219 Robert Mountains Suite 070 Lake Erikaburgh, ME 59953","34219 Robert Mountains Suite 070 Lake Erikaburgh, ME 59953",Cancelled,Pending,Bulk, ,No,,34219 Robert Mountains Suite 070,Lake Erikaburgh,ME,59953,Condo,,Far,1.54,1531,No,,,,Septic,1986,1746,3706,Street,6,4,Yes,Split,9.8,12.82,,3,807,258847,107001,405247,3300,3620,1333,2007,117,207,27232,No,Yes,,Yes,,Yes,No,Yes,Yes,,No,33.707216,-105.794831,Haven,1968,550483,Downsizing,No,No,Emily Patel,9.18
"61917 Charles Radial New Victoriamouth, NE 63737","61917 Charles Radial New Victoriamouth, NE 63737",Null,Closed,Bulk,Tampa,Yes,Minimal Flood,61917 Charles Radial,New Victoriamouth,NE,63737,Townhouse,Far,,1.07,1320,,,,City,,1990,2607,9728,Street,5,1,Yes,,3.86,14.52,,2,2977,387360,299325,112493,2639,1117,720,2932,88,94598,52136,No,Yes,Yes,Yes,,,Yes,No,Yes,,Yes,38.460009,-109.831276,Via,5980,95453,Job Transfer,Yes,,David Thompson,4.58
"9242 Olsen Springs Suite 005 Lindseyburgh, MT 48016","9242 Olsen Springs Suite 005 Lindseyburgh, MT 48016",Offered,Cancelled,Bulk,Chicgo,,,9242 Olsen Springs Suite 005,Lindseyburgh,MT,48016,Single Family Home,Near,Far,1.46,1331,Yes,Yes,Yes,,City,1959,2656,7683,Garage,3,3,,Split,5.75,19.17,No,2,2635,343931,289798,382727,3272,1881,1775,1353,455,10443,70004,,No,No,Yes,,No,,,No,No,Yes,33.774454,-108.756612,Turnpike,9678,539063,Job Transfer,,No,Amit Kumar,4.63
"0351 Malone Prairie Port Isaiah, MI 36316","0351 Malone Prairie Port Isaiah, MI 36316",Closed,Close,Opendoor,Dallas,,,0351 Malone Prairie,Port Isaiah,MI,36316,Duplex,,,1.23,154,,No,Yes,,Septic,2023,584,2827,Driveway,6,1,Yes,Colonial,4.2,6.39,,1,3127,233070,219859,586685,1602,3119,1684,3319,285,21579,31819,No,No,,No,,Yes,,No,Yes,,,39.291412,-86.833309,Dam,9437,267432,,,No,Priya Sharma,6.19
"528 Courtney Mountain Apt. 700 Lake Kara, NM 65570","528 Courtney Mountain Apt. 700 Lake Kara, NM 65570",Offered,Null,Internal,Atlanta,Yes,,528 Courtney Mountain Apt. 700,Lake Kara,NM,65570,SFR,Far,Far,2.35,576,No,Yes,No,City,,2009,2734,3544,,1,2,Yes,,3.13,6.93,Yes,3,1074,322689,125192,278226,2172,2219,1337,1430,60,39599,13869,Yes,,Yes,Yes,Yes,No,No,,No,No,Yes,39.573304,-88.65927,View,7119,230863,Investor Sale,No,No,Priya Sharma,5.42
"5560 Mark Crest North Dennis, DE 54641","5560 Mark Crest North Dennis, DE 54641",New, ,Opendoor,Tampa,,,5560 Mark Crest,North Dennis,DE,54641,Duplex,,,2.29,232,Yes,,,City,City,1968,1838,1429,,3,4,No,,3.24,16.08,,2,2064,343546,169864,427855,1133,1193,748,2375,172,92063,50407,No,,,,,,No,,Yes,,No,35.660244,-96.838378,Knoll,5360,299232,Investor Sale,Yes,No,Sophia Williams,5.65
"64791 Sharon Bypass Lake Veronicamouth, SD 38337","64791 Sharon Bypass Lake Veronicamouth, SD 38337",New,Null,M L S,Atlanta,No,,64791 Sharon Bypass,Lake Veronicamouth,SD,38337,SFR,Near,Near,2.79,1920,,No,,Well,City,1981,2624,7671,Driveway,3,2,No,Colonial,11.58,9.11,Yes,5,1044,296118,371907,160057,2292,1191,1642,2460,387,90258,25198,No,No,No,,,No,,No,No,No,No,33.267695,-102.148158,Lights,8998,105965,,,No,Priya Sharma,4.07
"1343 Petersen Flats Campostown, AS 58828","1343 Petersen Flats Campostown, AS 58828",Reviewed,Cancelled,Broker,Florida,,Flood Zone,1343 Petersen Flats,Campostown,AS,58828,Townhouse,,Near,2.81,435,No,No,,City,Septic,2023,2130,2906,,6,3,Yes,Ranch,6.66,11.23,Yes,4,3184,408277,323767,92645,1495,2799,1776,2733,473,5610,74182,,No,Yes,,Yes,No,Yes,Yes,Yes,,Yes,38.230086,-85.33501,Key,8189,463520,,,Yes,Emily Patel,7.43
"00047 Lee Drive Suite 974 Jenniferview, IA 09007","00047 Lee Drive Suite 974 Jenniferview, IA 09007",Cancelled,Always Kick,Broker,Florida,,,00047 Lee Drive Suite 974,Jenniferview,IA,09007,Townhouse,Far,,3.19,1920,Yes,Yes,Yes,City,,2022,1201,9827,Street,5,4,,,7.4,16.67,Yes,1,2330,155149,99219,129690,3461,2476,825,3022,350,9171,48691,Yes,Yes,,No,,No,,,No,Yes,,38.580705,-114.570183,Cape,3482,537447,,,Yes,Amit Kumar,3.06
"21354 Russell Stream Apt. 173 Kevinchester, IN 19578","21354 Russell Stream Apt. 173 Kevinchester, IN 19578",Accepted Offer, ,Broker,Tampa,Yes,,21354 Russell Stream Apt. 173,Kevinchester,IN,19578,Townhouse,Near,Far,2.58,78,,Yes,No,City,City,1974,2271,7534,,4,4,Yes,Split,10.74,14.95,,3,3197,499640,317452,254639,2517,2790,1243,1889,80,4755,9735,Yes,,,Yes,,No,Yes,Yes,Yes,,Yes,34.652015,-78.561393,Vista,3320,90102,,Yes,No,Priya Sharma,7.26
"7965 Dylan Cove Jamesberg, AS 92338","7965 Dylan Cove Jamesberg, AS 92338", ,Available,Opendoor,Dalas,Yes,,7965 Dylan Cove,Jamesberg,AS,92338,Single Family Home,Far,,1.73,969,No,Yes,No,City,Septic,1980,2016,3228,Driveway,2,2,Yes,,9.15,17.76,,2,3317,151918,174836,577081,1027,996,1928,3124,404,80237,30881,Yes,No,,No,,,No,No,,Yes,No,39.671223,-81.772523,Plaza,7639,291505,Downsizing,No,Yes,Emily Patel,7.75
"781 Brown Greens Apt. 083 Mendozaland, MA 33834","781 Brown Greens Apt. 083 Mendozaland, MA 33834",Null,Null,Opendoor,Florida,Yes,Minimal Flood,781 Brown Greens Apt. 083,Mendozaland,MA,33834,SFR,Far,,3.12,817,Yes,Yes,Yes,Well,City,1960,1331,9811,Street,4,3,No,Colonial,8.33,6.42,,4,931,477885,524073,133678,2090,3799,1974,3119,245,55986,4104,,,No,,Yes,No,Yes,Yes,,Yes,,35.089222,-100.739121,View,8709,341524,,Yes,,Priya Sharma,5.04
"442 Long Tunnel Suite 694 Morrisland, PW 03190","442 Long Tunnel Suite 694 Morrisland, PW 03190",Cancelled,Closed,MLS,Florida,No,Flood Zone,442 Long Tunnel Suite 694,Morrisland,PW,03190,Duplex,Far,,1.58,1649,,,No,,,2011,3431,6569,Driveway,5,4,No,Colonial,5.56,7.13,Yes,5,985,142470,207863,563343,909,3827,1729,2277,80,40235,86523,,No,No,,No,,Yes,Yes,No,Yes,Yes,33.908842,-97.260066,Orchard,9988,233458,Downsizing,Yes,,Jason Miller,6.99
"04425 Sutton Plain Suite 585 West Denisechester, FL 41537","04425 Sutton Plain Suite 585 West Denisechester, FL 41537",Accepted Offer,Pending,M L S,Florida,No,Flood Zone,04425 Sutton Plain Suite 585,West Denisechester,FL,41537,Condo,Far,Near,1.09,938,Yes,Yes,,Well,City,2015,716,2256,Garage,2,2,Yes,Ranch,4.79,11.49,,1,1207,210256,193435,289249,3237,2844,1992,3109,409,40569,5994,,,No,Yes,,No,No,Yes,Yes,Yes,,41.207042,-95.581302,Gateway,2548,533639,Investor Sale,Yes,Yes,David Thompson,8.85
